week,owner_team_name,owner,score,win,opp_owner_team_name,opp_owner,opp_score
5,Bench Don't Kill My Vibe,Padge,165.1,1,Sticky Icky,T-$,151.8
5,Beacon Hill Posterizers,Bup,174.5,0,Brookside Shokunin,Cheese,187.4
5,Brookside Shokunin,Cheese,187.4,1,Beacon Hill Posterizers,Bup,174.5
5,Bud Lathrop Drive,Farmer,167.1,0,Pixel Whippers,Sembower,202.7
5,Pixel Whippers,Sembower,202.7,1,Bud Lathrop Drive,Farmer,167.1
5,Seattle rainier riot,Boob,173.6,0,Springfield Atoms,Duvi,203.0
5,Springfield Atoms,Duvi,203.0,1,Seattle rainier riot,Boob,173.6
5,Happy Rock Homewreckers,Blainer,199.8,1,CoMo FightinCamlToes,Doisy,154.3
5,CoMo FightinCamlToes,Doisy,154.3,0,Happy Rock Homewreckers,Blainer,199.8
6,Beacon Hill Posterizers,Bup,134.5,0,Sticky Icky,T-$,159.1
6,Sticky Icky,T-$,159.1,1,Beacon Hill Posterizers,Bup,134.5
6,Bench Don't Kill My Vibe,Padge,162.8,0,Bud Lathrop Drive,Farmer,197.6
6,Bud Lathrop Drive,Farmer,197.6,1,Bench Don't Kill My Vibe,Padge,162.8
6,Brookside Shokunin,Cheese,130.7,0,Seattle rainier riot,Boob,195.5
6,Seattle rainier riot,Boob,195.5,1,Brookside Shokunin,Cheese,130.7
6,Pixel Whippers,Sembower,185.8,0,Happy Rock Homewreckers,Blainer,187.1
6,Happy Rock Homewreckers,Blainer,187.1,1,Pixel Whippers,Sembower,185.8
6,Springfield Atoms,Duvi,133.1,0,CoMo FightinCamlToes,Doisy,167.5
6,CoMo FightinCamlToes,Doisy,167.5,1,Springfield Atoms,Duvi,133.1
7,Sticky Icky,T-$,126.3,0,Bud Lathrop Drive,Farmer,202.0
7,Bud Lathrop Drive,Farmer,202.0,1,Sticky Icky,T-$,126.3
7,Seattle rainier riot,Boob,169.4,1,Beacon Hill Posterizers,Bup,135.1
7,Beacon Hill Posterizers,Bup,135.1,0,Seattle rainier riot,Boob,169.4
7,Happy Rock Homewreckers,Blainer,168.6,1,Bench Don't Kill My Vibe,Padge,165.1
7,Bench Don't Kill My Vibe,Padge,165.1,0,Happy Rock Homewreckers,Blainer,168.6
7,CoMo FightinCamlToes,Doisy,177.2,1,Brookside Shokunin,Cheese,113.1
7,Brookside Shokunin,Cheese,113.1,0,CoMo FightinCamlToes,Doisy,177.2
7,Springfield Atoms,Duvi,125.8,0,Pixel Whippers,Sembower,209.7
7,Pixel Whippers,Sembower,209.7,1,Springfield Atoms,Duvi,125.8
8,Seattle rainier riot,Boob,136.2,1,Sticky Icky,T-$,121.2
8,Sticky Icky,T-$,121.2,0,Seattle rainier riot,Boob,136.2
8,Bud Lathrop Drive,Farmer,143.1,0,Happy Rock Homewreckers,Blainer,165.4
8,Happy Rock Homewreckers,Blainer,165.4,1,Bud Lathrop Drive,Farmer,143.1
8,Beacon Hill Posterizers,Bup,145.0,1,CoMo FightinCamlToes,Doisy,132.6
8,CoMo FightinCamlToes,Doisy,132.6,0,Beacon Hill Posterizers,Bup,145.0
8,Bench Don't Kill My Vibe,Padge,158.3,1,Springfield Atoms,Duvi,136.5
8,Springfield Atoms,Duvi,136.5,0,Bench Don't Kill My Vibe,Padge,158.3
8,Brookside Shokunin,Cheese,120.7,0,Pixel Whippers,Sembower,180.1
8,Pixel Whippers,Sembower,180.1,1,Brookside Shokunin,Cheese,120.7
9,Sticky Icky,T-$,186.9,1,Happy Rock Homewreckers,Blainer,147.5
9,Happy Rock Homewreckers,Blainer,147.5,0,Sticky Icky,T-$,186.9
9,CoMo FightinCamlToes,Doisy,74.0,0,Seattle rainier riot,Boob,112.7
9,Seattle rainier riot,Boob,112.7,1,CoMo FightinCamlToes,Doisy,74.0
9,Springfield Atoms,Duvi,176.4,1,Bud Lathrop Drive,Farmer,162.5
9,Bud Lathrop Drive,Farmer,162.5,0,Springfield Atoms,Duvi,176.4
9,Pixel Whippers,Sembower,114.8,0,Beacon Hill Posterizers,Bup,156.3
9,Beacon Hill Posterizers,Bup,156.3,1,Pixel Whippers,Sembower,114.8
9,Brookside Shokunin,Cheese,119.3,0,Bench Don't Kill My Vibe,Padge,128.6
9,Bench Don't Kill My Vibe,Padge,128.6,1,Brookside Shokunin,Cheese,119.3
10,CoMo FightinCamlToes,Doisy,99.6,0,Sticky Icky,T-$,132.3
10,Sticky Icky,T-$,132.3,1,CoMo FightinCamlToes,Doisy,99.6
10,Happy Rock Homewreckers,Blainer,129.6,0,Springfield Atoms,Duvi,137.2
10,Springfield Atoms,Duvi,137.2,1,Happy Rock Homewreckers,Blainer,129.6
10,Seattle rainier riot,Boob,192.7,1,Pixel Whippers,Sembower,156.3
10,Pixel Whippers,Sembower,156.3,0,Seattle rainier riot,Boob,192.7
10,Bud Lathrop Drive,Farmer,171.6,0,Brookside Shokunin,Cheese,189.5
10,Brookside Shokunin,Cheese,189.5,1,Bud Lathrop Drive,Farmer,171.6
10,Beacon Hill Posterizers,Bup,137.7,1,Bench Don't Kill My Vibe,Padge,131.4
10,Bench Don't Kill My Vibe,Padge,131.4,0,Beacon Hill Posterizers,Bup,137.7
11,Sticky Icky,T-$,123.6,0,Springfield Atoms,Duvi,166.1
11,Springfield Atoms,Duvi,166.1,1,Sticky Icky,T-$,123.6
11,Pixel Whippers,Sembower,134.5,0,CoMo FightinCamlToes,Doisy,143.4
11,CoMo FightinCamlToes,Doisy,143.4,1,Pixel Whippers,Sembower,134.5
11,Brookside Shokunin,Cheese,181.4,1,Happy Rock Homewreckers,Blainer,180.1
11,Happy Rock Homewreckers,Blainer,180.1,0,Brookside Shokunin,Cheese,181.4
11,Bench Don't Kill My Vibe,Padge,40.6,0,Seattle rainier riot,Boob,168.9
11,Seattle rainier riot,Boob,168.9,1,Bench Don't Kill My Vibe,Padge,40.6
11,Beacon Hill Posterizers,Bup,113.0,0,Bud Lathrop Drive,Farmer,171.7
11,Bud Lathrop Drive,Farmer,171.7,1,Beacon Hill Posterizers,Bup,113.0
12,Pixel Whippers,Sembower,158.2,1,Sticky Icky,T-$,156.9
12,Sticky Icky,T-$,156.9,0,Pixel Whippers,Sembower,158.2
12,Springfield Atoms,Duvi,139.9,1,Brookside Shokunin,Cheese,96.8
12,Brookside Shokunin,Cheese,96.8,0,Springfield Atoms,Duvi,139.9
12,CoMo FightinCamlToes,Doisy,149.4,1,Bench Don't Kill My Vibe,Padge,143.2
12,Bench Don't Kill My Vibe,Padge,143.2,0,CoMo FightinCamlToes,Doisy,149.4
12,Happy Rock Homewreckers,Blainer,179.5,1,Beacon Hill Posterizers,Bup,169.4
12,Beacon Hill Posterizers,Bup,169.4,0,Happy Rock Homewreckers,Blainer,179.5
12,Seattle rainier riot,Boob,124.1,0,Bud Lathrop Drive,Farmer,143.4
12,Bud Lathrop Drive,Farmer,143.4,1,Seattle rainier riot,Boob,124.1
13,Sticky Icky,T-$,113.6,0,Brookside Shokunin,Cheese,182.6
13,Brookside Shokunin,Cheese,182.6,1,Sticky Icky,T-$,113.6
13,Bench Don't Kill My Vibe,Padge,134.9,0,Pixel Whippers,Sembower,140.5
13,Pixel Whippers,Sembower,140.5,1,Bench Don't Kill My Vibe,Padge,134.9
13,Beacon Hill Posterizers,Bup,147.1,0,Springfield Atoms,Duvi,167.3
13,Springfield Atoms,Duvi,167.3,1,Beacon Hill Posterizers,Bup,147.1
13,Bud Lathrop Drive,Farmer,190.9,1,CoMo FightinCamlToes,Doisy,135.8
13,CoMo FightinCamlToes,Doisy,135.8,0,Bud Lathrop Drive,Farmer,190.9
13,Seattle rainier riot,Boob,98.1,0,Happy Rock Homewreckers,Blainer,164.8
13,Happy Rock Homewreckers,Blainer,164.8,1,Seattle rainier riot,Boob,98.1
14,Beacon Hill Posterizers,Bup,196.7,1,CoMo FightinCamlToes,Doisy,118.1
14,CoMo FightinCamlToes,Doisy,118.1,0,Beacon Hill Posterizers,Bup,196.7
14,Brookside Shokunin,Cheese,179.1,0,Happy Rock Homewreckers,Blainer,213.6
14,Happy Rock Homewreckers,Blainer,213.6,1,Brookside Shokunin,Cheese,179.1
14,Seattle rainier riot,Boob,153.0,0,Pixel Whippers,Sembower,177.1
14,Pixel Whippers,Sembower,177.1,1,Seattle rainier riot,Boob,153.0
14,Sticky Icky,T-$,104.2,0,Bench Don't Kill My Vibe,Padge,125.0
14,Bench Don't Kill My Vibe,Padge,125.0,1,Sticky Icky,T-$,104.2
14,Bud Lathrop Drive,Farmer,184.6,1,Springfield Atoms,Duvi,128.8
14,Springfield Atoms,Duvi,128.8,0,Bud Lathrop Drive,Farmer,184.6
15,Pixel Whippers,Sembower,129.0,0,Happy Rock Homewreckers,Blainer,167.7
15,Happy Rock Homewreckers,Blainer,167.7,1,Pixel Whippers,Sembower,129.0
15,Brookside Shokunin,Cheese,124.6,0,CoMo FightinCamlToes,Doisy,127.9
15,CoMo FightinCamlToes,Doisy,127.9,1,Brookside Shokunin,Cheese,124.6
15,Bud Lathrop Drive,Farmer,133.5,0,Beacon Hill Posterizers,Bup,133.7
15,Beacon Hill Posterizers,Bup,133.7,1,Bud Lathrop Drive,Farmer,133.5
15,Sticky Icky,T-$,175.3,1,Bench Don't Kill My Vibe,Padge,105.8
15,Bench Don't Kill My Vibe,Padge,105.8,0,Sticky Icky,T-$,175.3
16,Happy Rock Homewreckers,Blainer,190.2,1,Seattle rainier riot,Boob,133.2
16,Seattle rainier riot,Boob,133.2,0,Happy Rock Homewreckers,Blainer,190.2
16,CoMo FightinCamlToes,Doisy,172.7,1,Springfield Atoms,Duvi,135.0
16,Springfield Atoms,Duvi,135.0,0,CoMo FightinCamlToes,Doisy,172.7
16,Brookside Shokunin,Cheese,195.9,1,Pixel Whippers,Sembower,189.8
16,Pixel Whippers,Sembower,189.8,0,Brookside Shokunin,Cheese,195.9
16,Sticky Icky,T-$,159.5,1,Beacon Hill Posterizers,Bup,126.3
16,Beacon Hill Posterizers,Bup,126.3,0,Sticky Icky,T-$,159.5
16,Bench Don't Kill My Vibe,Padge,82.9,0,Bud Lathrop Drive,Farmer,122.2
16,Bud Lathrop Drive,Farmer,122.2,1,Bench Don't Kill My Vibe,Padge,82.9
17,Happy Rock Homewreckers,Blainer,128.7,0,CoMo FightinCamlToes,Doisy,158.8
17,CoMo FightinCamlToes,Doisy,158.8,1,Happy Rock Homewreckers,Blainer,128.7
17,Springfield Atoms,Duvi,147.4,1,Seattle rainier riot,Boob,131.3
17,Seattle rainier riot,Boob,131.3,0,Springfield Atoms,Duvi,147.4
17,Brookside Shokunin,Cheese,187.3,1,Pixel Whippers,Sembower,173.8
17,Pixel Whippers,Sembower,173.8,0,Brookside Shokunin,Cheese,187.3
17,Sticky Icky,T-$,171.8,1,Bud Lathrop Drive,Farmer,135.3
17,Bud Lathrop Drive,Farmer,135.3,0,Sticky Icky,T-$,171.8
17,Bench Don't Kill My Vibe,Padge,124.5,0,Beacon Hill Posterizers,Bup,127.5
17,Beacon Hill Posterizers,Bup,127.5,1,Bench Don't Kill My Vibe,Padge,124.5
